uuid,pedestrian_entrance_uuid,geometry
walkway_9501,pedestrian_2623456118,Point (126.9936017 37.4891762)
walkway_9502,pedestrian_8487855718,Point (127.0026398 37.4763268)
walkway_9503,pedestrian_436844259,Point (126.98764 37.48949)
walkway_9504,pedestrian_436853883,Point (126.9981951 37.4961145)
walkway_9505,pedestrian_3827337508,Point (127.0096961 37.4837398)
walkway_9506,pedestrian_9891988114,Point (127.0185434 37.5183282)
walkway_9507,pedestrian_4147013870,Point (127.0056329 37.5079451)
walkway_9508,pedestrian_1430655018,Point (127.0247036 37.502368)
walkway_9509,pedestrian_3827548464,Point (127.0166219 37.493501)
walkway_9510,pedestrian_3827170303,Point (127.0267984 37.4874932)
walkway_9511,pedestrian_11431820828,Point (127.0352526 37.4836904)
walkway_9512,pedestrian_3153680663,Point (127.0094331 37.4930819)
walkway_9513,pedestrian_1925498397,Point (127.0412886 37.4713168)
walkway_9514,pedestrian_11744211944,Point (127.0561513 37.4471338)
walkway_9515,pedestrian_1858938768,Point (127.03584 37.4746453)
walkway_9516,pedestrian_4634856427,Point (127.0254228 37.4710241)
walkway_9517,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_9518,pedestrian_11738027546,Point (127.0094829 37.5074792)
walkway_9519,pedestrian_2861309346,Point (127.0175823 37.5148582)
walkway_9520,pedestrian_9711448918,Point (127.0271107 37.4950435)
walkway_9521,pedestrian_11641428782,Point (126.9868569 37.5012635)
walkway_9522,pedestrian_3827548014,Point (127.011444 37.4914341)
walkway_9523,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_9524,pedestrian_2477364474,Point (127.0181907 37.5096548)
walkway_9525,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9526,pedestrian_8487656462,Point (127.0125924 37.491348)
walkway_9527,pedestrian_4181527974,Point (127.0190101 37.5146394)
walkway_9528,pedestrian_2477340277,Point (127.020835 37.5040719)
walkway_9529,pedestrian_1685686555,Point (126.9838728 37.4778008)
walkway_9530,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_9531,pedestrian_4185991290,Point (126.9841101 37.4824107)
walkway_9532,pedestrian_11641428782,Point (126.9868569 37.5012635)
walkway_9533,pedestrian_6337030225,Point (127.0318398 37.4876422)
walkway_9534,pedestrian_9835273091,Point (127.027617 37.4941023)
walkway_9535,pedestrian_12061673699,Point (127.025242 37.4988965)
walkway_9536,pedestrian_3112174493,Point (127.0153218 37.4948806)
walkway_9537,pedestrian_4634856424,Point (127.025719 37.4715839)
walkway_9538,pedestrian_4101372801,Point (126.9840851 37.4821485)
walkway_9539,pedestrian_2861309352,Point (127.0194211 37.5114785)
walkway_9540,pedestrian_1925498978,Point (127.0371812 37.4777929)
walkway_9541,pedestrian_1925498771,Point (127.0306901 37.4751734)
walkway_9542,pedestrian_3153680663,Point (127.0094331 37.4930819)
walkway_9543,pedestrian_4184585494,Point (127.0426656 37.4667982)
walkway_9544,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_9545,pedestrian_4184424785,Point (127.0433348 37.4800936)
walkway_9546,pedestrian_10666222096,Point (126.9845274 37.4772911)
walkway_9547,pedestrian_571448678,Point (127.0284792 37.4944511)
walkway_9548,pedestrian_3827258457,Point (127.0143377 37.4857559)
walkway_9549,pedestrian_4184585510,Point (127.0421286 37.4695262)
walkway_9550,pedestrian_8487674262,Point (127.0125511 37.4837378)
walkway_9551,pedestrian_4185715640,Point (127.0105683 37.4804179)
walkway_9552,pedestrian_6584295725,Point (127.0220717 37.4630365)
walkway_9553,pedestrian_8487650045,Point (127.0121053 37.4917045)
walkway_9554,pedestrian_4184585498,Point (127.0433216 37.4677868)
walkway_9555,pedestrian_1965713723,Point (127.0142296 37.486372)
walkway_9556,pedestrian_6205230772,Point (127.0569011 37.4569379)
walkway_9557,pedestrian_4184399722,Point (127.0358884 37.4838815)
walkway_9558,pedestrian_1925498480,Point (127.0475944 37.472963)
walkway_9559,pedestrian_2477342784,Point (127.0196083 37.5095881)
walkway_9560,pedestrian_7888195567,Point (127.0079767 37.4917159)
walkway_9561,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_9562,pedestrian_4946614556,Point (127.0260778 37.4992455)
walkway_9563,pedestrian_4184399722,Point (127.0358884 37.4838815)
walkway_9564,pedestrian_2622874658,Point (126.9898738 37.4951544)
walkway_9565,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_9566,pedestrian_2655409198,Point (127.0216059 37.4854839)
walkway_9567,pedestrian_1925407818,Point (127.0047655 37.4821243)
walkway_9568,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9569,pedestrian_4184585521,Point (127.0417562 37.4682218)
walkway_9570,pedestrian_3817646123,Point (126.9977241 37.4986815)
walkway_9571,pedestrian_4184585502,Point (127.0434426 37.4678741)
walkway_9572,pedestrian_3827548014,Point (127.011444 37.4914341)
walkway_9573,pedestrian_3827169531,Point (127.0316171 37.4854699)
walkway_9574,pedestrian_2624566123,Point (126.9918616 37.489051)
walkway_9575,pedestrian_11428505004,Point (127.001081 37.505564)
walkway_9576,pedestrian_1696934743,Point (126.9957527 37.4843821)
walkway_9577,pedestrian_3242832581,Point (127.0082199 37.489053)
walkway_9578,pedestrian_2477340278,Point (127.021528 37.5054239)
walkway_9579,pedestrian_3040833069,Point (127.009838 37.4886775)
walkway_9580,pedestrian_2477340280,Point (127.0220695 37.5059275)
walkway_9581,pedestrian_3827338126,Point (127.009668 37.4895076)
walkway_9582,pedestrian_2861578321,Point (127.0184853 37.5124714)
walkway_9583,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_9584,pedestrian_3827338156,Point (127.0111695 37.4917952)
walkway_9585,pedestrian_3827257094,Point (127.0188411 37.4828262)
walkway_9586,pedestrian_1685686555,Point (126.9838728 37.4778008)
walkway_9587,pedestrian_2386012695,Point (127.0138554 37.4887493)
walkway_9588,pedestrian_4185683883,Point (127.0128561 37.4838664)
walkway_9589,pedestrian_1925499033,Point (127.0393188 37.478318)
walkway_9590,pedestrian_2545067221,Point (126.9936125 37.4863236)
walkway_9591,pedestrian_3011650447,Point (127.0437191 37.4765905)
walkway_9592,pedestrian_3827548464,Point (127.0166219 37.493501)
walkway_9593,pedestrian_1685716275,Point (126.984052 37.4817943)
walkway_9594,pedestrian_2622874621,Point (126.9897747 37.4948872)
walkway_9595,pedestrian_4185834991,Point (126.9943157 37.4852297)
walkway_9596,pedestrian_12061673699,Point (127.025242 37.4988965)
walkway_9597,pedestrian_2110341090,Point (126.9845041 37.4768815)
walkway_9598,pedestrian_3011650433,Point (127.0450537 37.4753696)
walkway_9599,pedestrian_3222437349,Point (127.007737 37.4900098)
walkway_9600,pedestrian_1430679922,Point (127.0127232 37.4843232)
walkway_9601,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_9602,pedestrian_4184585510,Point (127.0421286 37.4695262)
walkway_9603,pedestrian_1694782674,Point (127.0391172 37.4807942)
walkway_9604,pedestrian_1430679922,Point (127.0127232 37.4843232)
walkway_9605,pedestrian_2533109212,Point (126.9851779 37.4951822)
walkway_9606,pedestrian_4181527977,Point (127.0178284 37.5106366)
walkway_9607,pedestrian_2622874553,Point (126.9943247 37.4978534)
walkway_9608,pedestrian_3827671784,Point (127.0214582 37.5055761)
walkway_9609,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_9610,pedestrian_1925498971,Point (127.0397658 37.4776097)
walkway_9611,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_9612,pedestrian_4184585512,Point (127.0440232 37.4695796)
walkway_9613,pedestrian_2622713700,Point (126.9995385 37.4973067)
walkway_9614,pedestrian_3222437349,Point (127.007737 37.4900098)
walkway_9615,pedestrian_4865811281,Point (127.0348783 37.483838)
walkway_9616,pedestrian_3011650467,Point (127.0445676 37.475896)
walkway_9617,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_9618,pedestrian_4185834992,Point (126.9925818 37.4859042)
walkway_9619,pedestrian_3827548053,Point (127.0162545 37.4928658)
walkway_9620,pedestrian_4185991285,Point (126.9840617 37.4819736)
walkway_9621,pedestrian_6205230871,Point (127.0562655 37.4434242)
walkway_9622,pedestrian_3827547993,Point (127.0135559 37.4905388)
walkway_9623,pedestrian_9835273091,Point (127.027617 37.4941023)
walkway_9624,pedestrian_414684380,Point (126.9904803 37.4927747)
walkway_9625,pedestrian_4101372583,Point (126.9834071 37.4774396)
walkway_9626,pedestrian_3804191173,Point (126.9845353 37.4869073)
walkway_9627,pedestrian_3827548473,Point (127.0169924 37.4941057)
walkway_9628,pedestrian_4310005495,Point (127.0124985 37.4883427)
walkway_9629,pedestrian_3011650447,Point (127.0437191 37.4765905)
walkway_9630,pedestrian_1430655032,Point (127.0238292 37.5017731)
walkway_9631,pedestrian_4101372586,Point (126.9832092 37.4780619)
walkway_9632,pedestrian_8487674262,Point (127.0125511 37.4837378)
walkway_9633,pedestrian_1965713750,Point (127.0125451 37.484926)
walkway_9634,pedestrian_2861309356,Point (127.0198013 37.5106926)
walkway_9635,pedestrian_3827548044,Point (127.0159806 37.49239)
walkway_9636,pedestrian_9835273091,Point (127.027617 37.4941023)
walkway_9637,pedestrian_1685716274,Point (126.9840998 37.4826849)
walkway_9638,pedestrian_2429722055,Point (127.0176657 37.5129527)
walkway_9639,pedestrian_9891988061,Point (127.0187046 37.5159496)
walkway_9640,pedestrian_4185991257,Point (126.983297 37.4800016)
walkway_9641,pedestrian_3827258470,Point (127.0171 37.4864895)
walkway_9642,pedestrian_4185834991,Point (126.9943157 37.4852297)
walkway_9643,pedestrian_1965713684,Point (127.0127345 37.4878003)
walkway_9644,pedestrian_8486755396,Point (126.9864009 37.4933478)
walkway_9645,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_9646,pedestrian_3826341157,Point (127.0304381 37.4898085)
walkway_9647,pedestrian_3153680761,Point (127.0116485 37.4937616)
walkway_9648,pedestrian_4833838769,Point (127.0165075 37.4951293)
walkway_9649,pedestrian_1925498596,Point (127.0407265 37.4737996)
walkway_9650,pedestrian_2477340277,Point (127.020835 37.5040719)
walkway_9651,pedestrian_3274307602,Point (126.996645 37.4841716)
walkway_9652,pedestrian_4865811288,Point (127.0392456 37.4697618)
walkway_9653,pedestrian_2510022116,Point (126.9907846 37.4907492)
walkway_9654,pedestrian_436839449,Point (127.04025 37.47406)
walkway_9655,pedestrian_2624566102,Point (126.9897514 37.4876006)
walkway_9656,pedestrian_7508825240,Point (127.0384877 37.4824422)
walkway_9657,pedestrian_3222437349,Point (127.007737 37.4900098)
walkway_9658,pedestrian_2510022117,Point (126.9914254 37.4897445)
walkway_9659,pedestrian_3790603595,Point (127.0426417 37.4526613)
walkway_9660,pedestrian_3827338099,Point (127.010309 37.4881639)
walkway_9661,pedestrian_1859559785,Point (127.0370335 37.4747555)
walkway_9662,pedestrian_2533109207,Point (126.986216 37.4940278)
walkway_9663,pedestrian_11183748448,Point (127.0260353 37.5006742)
walkway_9664,pedestrian_1696934704,Point (126.9968673 37.4812027)
walkway_9665,pedestrian_2622874640,Point (126.9900719 37.4946264)
walkway_9666,pedestrian_4184399724,Point (127.0357379 37.4840218)
walkway_9667,pedestrian_3817646123,Point (126.9977241 37.4986815)
walkway_9668,pedestrian_1694783697,Point (127.0398616 37.4840447)
walkway_9669,pedestrian_1696934738,Point (126.9944125 37.483853)
walkway_9670,pedestrian_8489060246,Point (127.0120674 37.5089372)
walkway_9671,pedestrian_3827548022,Point (127.0119095 37.4916278)
walkway_9672,pedestrian_3153680663,Point (127.0094331 37.4930819)
walkway_9673,pedestrian_2624566112,Point (126.9895725 37.491397)
walkway_9674,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9675,pedestrian_8486755387,Point (126.9859358 37.4939776)
walkway_9676,pedestrian_2623456118,Point (126.9936017 37.4891762)
walkway_9677,pedestrian_2622810044,Point (126.9966394 37.4978993)
walkway_9678,pedestrian_3827672541,Point (127.0218882 37.5095546)
walkway_9679,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_9680,pedestrian_436844267,Point (126.9854671 37.4965596)
walkway_9681,pedestrian_8487656462,Point (127.0125924 37.491348)
walkway_9682,pedestrian_3825549669,Point (127.0280194 37.4943002)
walkway_9683,pedestrian_3827548014,Point (127.011444 37.4914341)
walkway_9684,pedestrian_8489236443,Point (127.0108366 37.4947413)
walkway_9685,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9686,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9687,pedestrian_571448678,Point (127.0284792 37.4944511)
walkway_9688,pedestrian_1965713692,Point (127.0138006 37.4851642)
walkway_9689,pedestrian_4181527978,Point (127.0189489 37.5109787)
walkway_9690,pedestrian_1859712472,Point (127.0318935 37.4849111)
walkway_9691,pedestrian_11009516055,Point (127.0353196 37.4613227)
walkway_9692,pedestrian_4185991227,Point (126.98803 37.4760402)
walkway_9693,pedestrian_1685716285,Point (126.9853051 37.479292)
walkway_9694,pedestrian_3827257152,Point (127.0170569 37.4856361)
walkway_9695,pedestrian_4867295786,Point (127.025634 37.5015095)
walkway_9696,pedestrian_2861578323,Point (127.0189116 37.512277)
walkway_9697,pedestrian_3827170257,Point (127.032414 37.4867066)
walkway_9698,pedestrian_9632500766,Point (127.0264156 37.497785)
walkway_9699,pedestrian_3825549699,Point (127.0272275 37.4959695)
walkway_9700,pedestrian_11431861572,Point (127.0008284 37.4769628)
walkway_9701,pedestrian_3800720929,Point (127.0375961 37.4595064)
walkway_9702,pedestrian_2510022118,Point (126.9921506 37.4885915)
walkway_9703,pedestrian_12062601379,Point (127.0220301 37.5024931)
walkway_9704,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_9705,pedestrian_1858938797,Point (127.036278 37.4752858)
walkway_9706,pedestrian_11431861633,Point (127.035038 37.4832214)
walkway_9707,pedestrian_3153680561,Point (127.0121703 37.4939181)
walkway_9708,pedestrian_4184585510,Point (127.0421286 37.4695262)
walkway_9709,pedestrian_1694782745,Point (127.0412746 37.4810347)
walkway_9710,pedestrian_8485173590,Point (126.9830112 37.4855148)
walkway_9711,pedestrian_3547291980,Point (127.0555491 37.4486533)
walkway_9712,pedestrian_3827257102,Point (127.0201972 37.4834514)
walkway_9713,pedestrian_3827257094,Point (127.0188411 37.4828262)
walkway_9714,pedestrian_12062647564,Point (127.018923 37.4953946)
walkway_9715,pedestrian_1430679922,Point (127.0127232 37.4843232)
walkway_9716,pedestrian_436844219,Point (126.9964804 37.4832788)
walkway_9717,pedestrian_3817646123,Point (126.9977241 37.4986815)
walkway_9718,pedestrian_4184425796,Point (127.0420053 37.4790453)
walkway_9719,pedestrian_4184383143,Point (127.039481 37.4789501)
walkway_9720,pedestrian_3827547994,Point (127.012668 37.4908834)
walkway_9721,pedestrian_3827169502,Point (127.0316987 37.4853106)
walkway_9722,pedestrian_1905595295,Point (126.9825937 37.4771304)
walkway_9723,pedestrian_2429722070,Point (127.0172685 37.5125283)
walkway_9724,pedestrian_4894927245,Point (127.0213744 37.5028784)
walkway_9725,pedestrian_3796948936,Point (126.9989685 37.4977635)
walkway_9726,pedestrian_3827671773,Point (127.0213181 37.505227)
walkway_9727,pedestrian_4184585515,Point (127.0433502 37.4688442)
walkway_9728,pedestrian_3827672554,Point (127.0205885 37.5102807)
walkway_9729,pedestrian_1696934689,Point (126.9994385 37.4799567)
walkway_9730,pedestrian_2533109192,Point (126.9863033 37.4911732)
walkway_9731,pedestrian_4184585510,Point (127.0421286 37.4695262)
walkway_9732,pedestrian_4184585515,Point (127.0433502 37.4688442)
walkway_9733,pedestrian_9608955285,Point (127.0301481 37.4889765)
walkway_9734,pedestrian_1925498356,Point (127.0395681 37.4703266)
walkway_9735,pedestrian_571448678,Point (127.0284792 37.4944511)
walkway_9736,pedestrian_8489625326,Point (127.0203614 37.4854268)
walkway_9737,pedestrian_3690640321,Point (127.0301884 37.4884991)
walkway_9738,pedestrian_3153680561,Point (127.0121703 37.4939181)
walkway_9739,pedestrian_3011650445,Point (127.043761 37.475929)
walkway_9740,pedestrian_4181527977,Point (127.0178284 37.5106366)
walkway_9741,pedestrian_571448678,Point (127.0284792 37.4944511)
walkway_9742,pedestrian_2533109233,Point (126.9849763 37.4984427)
walkway_9743,pedestrian_2295372307,Point (127.0160487 37.4933183)
walkway_9744,pedestrian_1694782674,Point (127.0391172 37.4807942)
walkway_9745,pedestrian_9607825618,Point (127.0273531 37.4934773)
walkway_9746,pedestrian_4181527974,Point (127.0190101 37.5146394)
walkway_9747,pedestrian_2295372338,Point (127.019529 37.4944069)
walkway_9748,pedestrian_9608955321,Point (127.0282153 37.4926133)
walkway_9749,pedestrian_3011650459,Point (127.045297 37.4763718)
walkway_9750,pedestrian_3827548014,Point (127.011444 37.4914341)
walkway_9751,pedestrian_1694783202,Point (127.0362983 37.483503)
walkway_9752,pedestrian_2110341094,Point (126.9855508 37.4768116)
walkway_9753,pedestrian_4184618645,Point (127.048049 37.4737342)
walkway_9754,pedestrian_3132428231,Point (127.0117949 37.4945768)
walkway_9755,pedestrian_4309803037,Point (127.0433889 37.4761937)
walkway_9756,pedestrian_8489060246,Point (127.0120674 37.5089372)
walkway_9757,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_9758,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9759,pedestrian_3401867792,Point (127.0175844 37.4997824)
walkway_9760,pedestrian_3827169502,Point (127.0316987 37.4853106)
walkway_9761,pedestrian_8489060246,Point (127.0120674 37.5089372)
walkway_9762,pedestrian_436849906,Point (126.9928961 37.4874454)
walkway_9763,pedestrian_3827548466,Point (127.0194855 37.4936247)
walkway_9764,pedestrian_3827337533,Point (127.0099996 37.4853564)
walkway_9765,pedestrian_4184618609,Point (127.0426606 37.4698957)
walkway_9766,pedestrian_3827671856,Point (127.0221136 37.5074187)
walkway_9767,pedestrian_2533109216,Point (126.9858596 37.4953015)
walkway_9768,pedestrian_2623317184,Point (127.0007998 37.499207)
walkway_9769,pedestrian_9787421579,Point (127.0056764 37.5063166)
walkway_9770,pedestrian_2295372337,Point (127.019316 37.4948209)
walkway_9771,pedestrian_4101372802,Point (126.9826886 37.4821835)
walkway_9772,pedestrian_1696934761,Point (126.9922651 37.4872407)
walkway_9773,pedestrian_4184585272,Point (127.0426607 37.4685657)
walkway_9774,pedestrian_2510022118,Point (126.9921506 37.4885915)
walkway_9775,pedestrian_2368063912,Point (127.0117124 37.491552)
walkway_9776,pedestrian_8489910523,Point (127.0271142 37.4949096)
walkway_9777,pedestrian_1965713700,Point (127.0123207 37.487078)
walkway_9778,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_9779,pedestrian_4865811288,Point (127.0392456 37.4697618)
walkway_9780,pedestrian_9950412725,Point (127.0294518 37.485214)
walkway_9781,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9782,pedestrian_436844219,Point (126.9964804 37.4832788)
walkway_9783,pedestrian_8488907404,Point (127.0141649 37.4868809)
walkway_9784,pedestrian_2861578310,Point (127.0196686 37.5126073)
walkway_9785,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_9786,pedestrian_2622713706,Point (127.0000388 37.4961708)
walkway_9787,pedestrian_4101372802,Point (126.9826886 37.4821835)
walkway_9788,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9789,pedestrian_3092407663,Point (126.9986242 37.4816911)
walkway_9790,pedestrian_2477374753,Point (127.0200923 37.5116809)
walkway_9791,pedestrian_2622874621,Point (126.9897747 37.4948872)
walkway_9792,pedestrian_4146699307,Point (126.9863955 37.4962933)
walkway_9793,pedestrian_4147013853,Point (127.0069491 37.5094835)
walkway_9794,pedestrian_3827672534,Point (127.0210691 37.5093274)
walkway_9795,pedestrian_4184618647,Point (127.0461321 37.475549)
walkway_9796,pedestrian_1962358629,Point (127.010677 37.5019187)
walkway_9797,pedestrian_4147013853,Point (127.0069491 37.5094835)
walkway_9798,pedestrian_4147013853,Point (127.0069491 37.5094835)
walkway_9799,pedestrian_3132428231,Point (127.0117949 37.4945768)
walkway_9800,pedestrian_4147013853,Point (127.0069491 37.5094835)
walkway_9801,pedestrian_3011650467,Point (127.0445676 37.475896)
walkway_9802,pedestrian_2429722053,Point (127.018537 37.5136554)
walkway_9803,pedestrian_1430655021,Point (127.0245976 37.5002326)
walkway_9804,pedestrian_3827257152,Point (127.0170569 37.4856361)
walkway_9805,pedestrian_12062647538,Point (127.0194307 37.503183)
walkway_9806,pedestrian_7508825237,Point (127.0382434 37.4814731)
walkway_9807,pedestrian_4865882606,Point (127.0383491 37.4783279)
walkway_9808,pedestrian_2368063904,Point (127.0143059 37.4901645)
walkway_9809,pedestrian_1694783697,Point (127.0398616 37.4840447)
walkway_9810,pedestrian_2624211562,Point (126.985883 37.4926435)
walkway_9811,pedestrian_9909895715,Point (127.0214821 37.4660254)
walkway_9812,pedestrian_1694783625,Point (127.0384527 37.4837901)
walkway_9813,pedestrian_4078144566,Point (126.9819136 37.4772573)
walkway_9814,pedestrian_4146699307,Point (126.9863955 37.4962933)
walkway_9815,pedestrian_4184424788,Point (127.0431095 37.4798374)
walkway_9816,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_9817,pedestrian_3011650444,Point (127.0430498 37.4754817)
walkway_9818,pedestrian_11431861656,Point (127.013663 37.4810425)
walkway_9819,pedestrian_3827671851,Point (127.0216592 37.5072871)
walkway_9820,pedestrian_4184618645,Point (127.048049 37.4737342)
walkway_9821,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_9822,pedestrian_3796948936,Point (126.9989685 37.4977635)
walkway_9823,pedestrian_3804191190,Point (126.9864449 37.4877163)
walkway_9824,pedestrian_4182209839,Point (127.0227046 37.5043539)
walkway_9825,pedestrian_7508825241,Point (127.0380985 37.4845499)
walkway_9826,pedestrian_3827548470,Point (127.0164087 37.4939228)
walkway_9827,pedestrian_4959609720,Point (127.0244679 37.4976597)
walkway_9828,pedestrian_1696934702,Point (126.9986796 37.4811119)
walkway_9829,pedestrian_2861309346,Point (127.0175823 37.5148582)
walkway_9830,pedestrian_1925498380,Point (127.0394242 37.4708352)
walkway_9831,pedestrian_2622713666,Point (126.999094 37.4993808)
walkway_9832,pedestrian_600377852,Point (127.017733 37.5162662)
walkway_9833,pedestrian_3827338142,Point (127.0136371 37.4900964)
walkway_9834,pedestrian_3827337545,Point (127.00982 37.4857253)
walkway_9835,pedestrian_4865883224,Point (127.0326996 37.486727)
walkway_9836,pedestrian_4185835029,Point (126.9961644 37.4823227)
walkway_9837,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9838,pedestrian_600377854,Point (127.018434 37.5168542)
walkway_9839,pedestrian_1694783874,Point (127.0411507 37.4842923)
walkway_9840,pedestrian_4184585494,Point (127.0426656 37.4667982)
walkway_9841,pedestrian_1925498333,Point (127.0408539 37.4692796)
walkway_9842,pedestrian_4894927245,Point (127.0213744 37.5028784)
walkway_9843,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_9844,pedestrian_8487674262,Point (127.0125511 37.4837378)
walkway_9845,pedestrian_2385934914,Point (126.994901 37.4943852)
walkway_9846,pedestrian_436861037,Point (127.0414354 37.4778471)
walkway_9847,pedestrian_4184399722,Point (127.0358884 37.4838815)
walkway_9848,pedestrian_2388037860,Point (127.0130799 37.4920773)
walkway_9849,pedestrian_3827672523,Point (127.0194936 37.509131)
walkway_9850,pedestrian_8486755387,Point (126.9859358 37.4939776)
walkway_9851,pedestrian_3690640321,Point (127.0301884 37.4884991)
walkway_9852,pedestrian_3827169469,Point (127.0304318 37.4847141)
walkway_9853,pedestrian_8485785002,Point (126.9877523 37.4769365)
walkway_9854,pedestrian_1950794551,Point (127.0054915 37.5000068)
walkway_9855,pedestrian_4184585522,Point (127.0420911 37.4684693)
walkway_9856,pedestrian_3827338126,Point (127.009668 37.4895076)
walkway_9857,pedestrian_1965713692,Point (127.0138006 37.4851642)
walkway_9858,pedestrian_1694783330,Point (127.0414879 37.4835766)
walkway_9859,pedestrian_2510022118,Point (126.9921506 37.4885915)
walkway_9860,pedestrian_1962358589,Point (127.0116707 37.4997092)
walkway_9861,pedestrian_2533109213,Point (126.9844629 37.4951904)
walkway_9862,pedestrian_3827548461,Point (127.015206 37.4932266)
walkway_9863,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_9864,pedestrian_3827608188,Point (127.0193423 37.5036176)
walkway_9865,pedestrian_4184399704,Point (127.0382406 37.4832329)
walkway_9866,pedestrian_4185805723,Point (126.995456 37.4856889)
walkway_9867,pedestrian_3398354559,Point (127.0465133 37.4745628)
walkway_9868,pedestrian_4184585270,Point (127.0415491 37.4678303)
walkway_9869,pedestrian_2509978358,Point (126.9890261 37.487301)
walkway_9870,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9871,pedestrian_2533109214,Point (126.9837759 37.4951983)
walkway_9872,pedestrian_436844215,Point (126.998817 37.4796936)
walkway_9873,pedestrian_2388037862,Point (127.0091921 37.4904646)
walkway_9874,pedestrian_3827258462,Point (127.0148442 37.4860075)
walkway_9875,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9876,pedestrian_4184424782,Point (127.0416932 37.4797035)
walkway_9877,pedestrian_2533109220,Point (126.9847895 37.4964536)
walkway_9878,pedestrian_1925498391,Point (127.0401243 37.4711038)
walkway_9879,pedestrian_2628399840,Point (126.9989466 37.4996362)
walkway_9880,pedestrian_3011650443,Point (127.0439536 37.4757432)
walkway_9881,pedestrian_4185991282,Point (126.9853813 37.4810144)
walkway_9882,pedestrian_2388037862,Point (127.0091921 37.4904646)
walkway_9883,pedestrian_4184585496,Point (127.0426695 37.4673348)
walkway_9884,pedestrian_3011650459,Point (127.045297 37.4763718)
walkway_9885,pedestrian_2624566125,Point (126.9925343 37.4879978)
walkway_9886,pedestrian_9608955341,Point (127.029012 37.4945777)
walkway_9887,pedestrian_3827547990,Point (127.0137381 37.4895104)
walkway_9888,pedestrian_2368063911,Point (127.0134044 37.4913877)
walkway_9889,pedestrian_3827548461,Point (127.015206 37.4932266)
walkway_9890,pedestrian_2622713683,Point (126.9983333 37.4977959)
walkway_9891,pedestrian_3132428230,Point (127.012364 37.4948111)
walkway_9892,pedestrian_3827548013,Point (127.0127697 37.4914268)
walkway_9893,pedestrian_9693971087,Point (127.0401593 37.4663659)
walkway_9894,pedestrian_1696934717,Point (126.9964967 37.4818002)
walkway_9895,pedestrian_1430674297,Point (127.0089442 37.4829842)
walkway_9896,pedestrian_2622713681,Point (126.9982812 37.4969427)
walkway_9897,pedestrian_1430655021,Point (127.0245976 37.5002326)
walkway_9898,pedestrian_10925732892,Point (127.0341919 37.4619961)
walkway_9899,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_9900,pedestrian_2510022116,Point (126.9907846 37.4907492)
walkway_9901,pedestrian_1925407817,Point (127.0042489 37.4819932)
walkway_9902,pedestrian_3804191054,Point (126.984866 37.4863549)
walkway_9903,pedestrian_2533109201,Point (126.9855227 37.4939036)
walkway_9904,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_9905,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_9906,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_9907,pedestrian_1925498520,Point (127.0393224 37.4730091)
walkway_9908,pedestrian_9657758668,Point (127.0235947 37.4869786)
walkway_9909,pedestrian_2533109230,Point (126.9859052 37.4976314)
walkway_9910,pedestrian_12061682135,Point (127.0228615 37.5038149)
walkway_9911,pedestrian_4184618607,Point (127.0423919 37.4696989)
walkway_9912,pedestrian_1694783697,Point (127.0398616 37.4840447)
walkway_9913,pedestrian_7508825241,Point (127.0380985 37.4845499)
walkway_9914,pedestrian_2477340274,Point (127.0216284 37.5068584)
