uuid,vehicle_entrance_uuid,geometry
vehicle_10073,localroad_1430679233,Point (127.0130608 37.4819712)
vehicle_10074,localroad_3011545196,Point (127.044296 37.4743107)
vehicle_10075,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10076,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10077,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10078,localroad_4310005495,Point (127.0124985 37.4883427)
vehicle_10079,localroad_4185835029,Point (126.9961644 37.4823227)
vehicle_10080,localroad_1430674328,Point (127.0105435 37.4812895)
vehicle_10081,localroad_2932859103,Point (127.0211713 37.4863367)
vehicle_10082,localroad_2429722055,Point (127.0176657 37.5129527)
vehicle_10083,localroad_3825549699,Point (127.0272275 37.4959695)
vehicle_10084,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_10085,localroad_2622810044,Point (126.9966394 37.4978993)
vehicle_10086,localroad_2533109207,Point (126.986216 37.4940278)
vehicle_10087,localroad_4313280728,Point (127.0584529 37.4434763)
vehicle_10088,localroad_3132428231,Point (127.0117949 37.4945768)
vehicle_10089,localroad_4310005495,Point (127.0124985 37.4883427)
vehicle_10090,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_10091,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_10092,localroad_4313280728,Point (127.0584529 37.4434763)
vehicle_10093,localroad_3153680561,Point (127.0121703 37.4939181)
vehicle_10094,localroad_2655442257,Point (127.0167818 37.4842169)
vehicle_10095,localroad_3827338128,Point (127.0079924 37.4895122)
vehicle_10096,localroad_2477374749,Point (127.0193863 37.5104545)
vehicle_10097,localroad_4184425795,Point (127.0413746 37.4783392)
vehicle_10098,localroad_1925498908,Point (127.0405481 37.4768163)
vehicle_10099,localroad_1696934730,Point (126.9957546 37.4829672)
vehicle_10100,localroad_1696934730,Point (126.9957546 37.4829672)
vehicle_10101,localroad_1696934717,Point (126.9964967 37.4818002)
vehicle_10102,localroad_3827169531,Point (127.0316171 37.4854699)
vehicle_10103,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_10104,localroad_1925498903,Point (127.0357698 37.476745)
vehicle_10105,localroad_3825549699,Point (127.0272275 37.4959695)
vehicle_10106,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10107,localroad_3092109566,Point (126.9970753 37.483539)
vehicle_10108,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10109,localroad_4185879872,Point (126.9926751 37.4816991)
vehicle_10110,localroad_2623456334,Point (126.9948126 37.4885431)
vehicle_10111,localroad_1685579601,Point (126.9825838 37.4805601)
vehicle_10112,localroad_4954438711,Point (127.0135448 37.5206011)
vehicle_10113,localroad_436844267,Point (126.9854671 37.4965596)
vehicle_10114,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_10115,localroad_1696934713,Point (126.995864 37.4816139)
vehicle_10116,localroad_2110341085,Point (126.9838203 37.4769887)
vehicle_10117,localroad_436843863,Point (127.0136452 37.480886)
vehicle_10118,localroad_1694783061,Point (127.0411615 37.4828023)
vehicle_10119,localroad_3112862148,Point (127.0142525 37.4956078)
vehicle_10120,localroad_2110270461,Point (127.004454 37.5059345)
vehicle_10121,localroad_1925498417,Point (127.0397491 37.4719704)
vehicle_10122,localroad_2624211580,Point (126.9854601 37.4911341)
vehicle_10123,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_10124,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10125,localroad_1925407818,Point (127.0047655 37.4821243)
vehicle_10126,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_10127,localroad_3690640295,Point (127.0307497 37.4873162)
vehicle_10128,localroad_1905595393,Point (126.9828557 37.4771001)
vehicle_10129,localroad_3827337512,Point (127.0095095 37.4844424)
vehicle_10130,localroad_4185626634,Point (127.0075698 37.5143259)
vehicle_10131,localroad_2388037861,Point (127.0104481 37.4909964)
vehicle_10132,localroad_2533109216,Point (126.9858596 37.4953015)
vehicle_10133,localroad_3826341158,Point (127.0296896 37.4895726)
vehicle_10134,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10135,localroad_3011650460,Point (127.0449153 37.4761224)
vehicle_10136,localroad_1965713727,Point (127.0139583 37.4881672)
vehicle_10137,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_10138,localroad_1696934728,Point (126.9951485 37.4827176)
vehicle_10139,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_10140,localroad_3153832863,Point (127.0128405 37.4941138)
vehicle_10141,localroad_3153680662,Point (127.0112746 37.4943296)
vehicle_10142,localroad_3744265307,Point (127.0259381 37.4646358)
vehicle_10143,localroad_1696934725,Point (126.9945487 37.4824706)
vehicle_10144,localroad_3827548043,Point (127.0115625 37.4923488)
vehicle_10145,localroad_1430679237,Point (127.0143913 37.4811307)
vehicle_10146,localroad_1696934702,Point (126.9986796 37.4811119)
vehicle_10147,localroad_1965713727,Point (127.0139583 37.4881672)
vehicle_10148,localroad_4185835029,Point (126.9961644 37.4823227)
vehicle_10149,localroad_2477265753,Point (127.0200649 37.5101355)
vehicle_10150,localroad_11229661063,Point (126.9824502 37.4881471)
vehicle_10151,localroad_3826341159,Point (127.0312358 37.4900472)
vehicle_10152,localroad_3827170269,Point (127.030976 37.4868354)
vehicle_10153,localroad_1965713706,Point (127.0144196 37.4852744)
vehicle_10154,localroad_5092061497,Point (127.0606023 37.4546071)
vehicle_10155,localroad_2110341094,Point (126.9855508 37.4768116)
vehicle_10156,localroad_3112159940,Point (127.0139403 37.4979746)
vehicle_10157,localroad_1685716275,Point (126.984052 37.4817943)
vehicle_10158,localroad_6726077830,Point (127.0095621 37.5076288)
vehicle_10159,localroad_2655442257,Point (127.0167818 37.4842169)
vehicle_10160,localroad_8487547633,Point (127.0098483 37.5174556)
vehicle_10161,localroad_2622874586,Point (126.991374 37.498158)
vehicle_10162,localroad_2622810044,Point (126.9966394 37.4978993)
vehicle_10163,localroad_3222437349,Point (127.007737 37.4900098)
vehicle_10164,localroad_3112862148,Point (127.0142525 37.4956078)
vehicle_10165,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10166,localroad_1696934704,Point (126.9968673 37.4812027)
vehicle_10167,localroad_1696934728,Point (126.9951485 37.4827176)
vehicle_10168,localroad_3088864935,Point (127.0185655 37.5157992)
vehicle_10169,localroad_3827338133,Point (127.0052874 37.4896699)
vehicle_10170,localroad_4184425793,Point (127.0407373 37.4786978)
vehicle_10171,localroad_3287124761,Point (127.0003286 37.4807966)
vehicle_10172,localroad_4184585276,Point (127.048842 37.470546)
vehicle_10173,localroad_4185805739,Point (126.9967555 37.4861919)
vehicle_10174,localroad_4184585272,Point (127.0426607 37.4685657)
vehicle_10175,localroad_2623456337,Point (126.9954313 37.4887869)
vehicle_10176,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10177,localroad_3088864935,Point (127.0185655 37.5157992)
vehicle_10178,localroad_4184399721,Point (127.0378371 37.4841992)
vehicle_10179,localroad_3153680862,Point (127.0079435 37.4930354)
vehicle_10180,localroad_3827548026,Point (127.0122445 37.4917565)
vehicle_10181,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_10182,localroad_3492836195,Point (127.0162238 37.4824388)
vehicle_10183,localroad_4865811279,Point (127.0351186 37.4835989)
vehicle_10184,localroad_3737658606,Point (127.035412 37.467029)
vehicle_10185,localroad_2477340270,Point (127.0210586 37.5049835)
vehicle_10186,localroad_3827547990,Point (127.0137381 37.4895104)
vehicle_10187,localroad_2244637696,Point (127.0187917 37.515873)
vehicle_10188,localroad_3804191181,Point (126.9831418 37.4874249)
vehicle_10189,localroad_1925498356,Point (127.0395681 37.4703266)
vehicle_10190,localroad_3011650433,Point (127.0450537 37.4753696)
vehicle_10191,localroad_1694783484,Point (127.0380677 37.4836762)
vehicle_10192,localroad_3827258659,Point (127.0153564 37.4885888)
vehicle_10193,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_10194,localroad_4185715641,Point (127.0115441 37.4807356)
vehicle_10195,localroad_2861309353,Point (127.0195732 37.5111674)
vehicle_10196,localroad_2932859104,Point (127.0182783 37.4854448)
vehicle_10197,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10198,localroad_600377852,Point (127.017733 37.5162662)
vehicle_10199,localroad_2533109205,Point (126.9837773 37.4939645)
vehicle_10200,localroad_3153680662,Point (127.0112746 37.4943296)
vehicle_10201,localroad_2368063910,Point (127.012486 37.4933208)
vehicle_10202,localroad_2932859105,Point (127.0275072 37.4941516)
vehicle_10203,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_10204,localroad_4184585270,Point (127.0415491 37.4678303)
vehicle_10205,localroad_3827672554,Point (127.0205885 37.5102807)
vehicle_10206,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10207,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10208,localroad_5294397095,Point (126.9950206 37.5088186)
vehicle_10209,localroad_1962358579,Point (127.0107385 37.5020085)
vehicle_10210,localroad_2624211562,Point (126.985883 37.4926435)
vehicle_10211,localroad_3826341158,Point (127.0296896 37.4895726)
vehicle_10212,localroad_1925498335,Point (127.0400061 37.4694454)
vehicle_10213,localroad_600377821,Point (127.0180668 37.5165238)
vehicle_10214,localroad_2622767638,Point (127.0021197 37.4985313)
vehicle_10215,localroad_3827671773,Point (127.0213181 37.505227)
vehicle_10216,localroad_1430679233,Point (127.0130608 37.4819712)
vehicle_10217,localroad_4310032001,Point (127.0422716 37.4683082)
vehicle_10218,localroad_1685686413,Point (126.9860017 37.4858222)
vehicle_10219,localroad_3011650467,Point (127.0445676 37.475896)
vehicle_10220,localroad_1965713684,Point (127.0127345 37.4878003)
vehicle_10221,localroad_414684380,Point (126.9904803 37.4927747)
vehicle_10222,localroad_2388037862,Point (127.0091921 37.4904646)
vehicle_10223,localroad_3827548041,Point (127.0151913 37.4923087)
vehicle_10224,localroad_3827338133,Point (127.0052874 37.4896699)
vehicle_10225,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10226,localroad_3827258658,Point (127.0168944 37.4885687)
vehicle_10227,localroad_4101372586,Point (126.9832092 37.4780619)
vehicle_10228,localroad_2533109208,Point (126.9868818 37.4941718)
vehicle_10229,localroad_3355067044,Point (127.009728 37.4924628)
vehicle_10230,localroad_1925498965,Point (127.0368303 37.4775219)
vehicle_10231,localroad_4185816724,Point (127.0006484 37.4781149)
vehicle_10232,localroad_3089166486,Point (127.0083783 37.4876403)
vehicle_10233,localroad_2622874656,Point (126.9900713 37.4951043)
vehicle_10234,localroad_1962358623,Point (127.0101882 37.503944)
vehicle_10235,localroad_4634856278,Point (127.0256489 37.4699024)
vehicle_10236,localroad_2477374748,Point (127.0197652 37.5096448)
vehicle_10237,localroad_3827548488,Point (127.0147287 37.4956911)
vehicle_10238,localroad_8487547633,Point (127.0098483 37.5174556)
vehicle_10239,localroad_1965713727,Point (127.0139583 37.4881672)
vehicle_10240,localroad_436849906,Point (126.9928961 37.4874454)
vehicle_10241,localroad_1685686424,Point (126.9860261 37.4847981)
vehicle_10242,localroad_2368063911,Point (127.0134044 37.4913877)
vehicle_10243,localroad_4634856424,Point (127.025719 37.4715839)
vehicle_10244,localroad_4184585519,Point (127.0410683 37.4688229)
vehicle_10245,localroad_1925407817,Point (127.0042489 37.4819932)
vehicle_10246,localroad_3827672541,Point (127.0218882 37.5095546)
vehicle_10247,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_10248,localroad_3011650447,Point (127.0437191 37.4765905)
vehicle_10249,localroad_2551950254,Point (126.9867077 37.4983133)
vehicle_10250,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_10251,localroad_1872514043,Point (126.9884372 37.4781656)
vehicle_10252,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_10253,localroad_3112174494,Point (127.0165592 37.4949895)
vehicle_10254,localroad_3827548465,Point (127.0144842 37.4935958)
vehicle_10255,localroad_2623456115,Point (126.9928572 37.4903263)
vehicle_10256,localroad_3827258659,Point (127.0153564 37.4885888)
vehicle_10257,localroad_3011650443,Point (127.0439536 37.4757432)
vehicle_10258,localroad_3827548457,Point (127.0084843 37.4932032)
vehicle_10259,localroad_1694782674,Point (127.0391172 37.4807942)
vehicle_10260,localroad_2510006962,Point (126.990821 37.492211)
vehicle_10261,localroad_1694782674,Point (127.0391172 37.4807942)
vehicle_10262,localroad_8485173590,Point (126.9830112 37.4855148)
vehicle_10263,localroad_436843482,Point (127.0398559 37.4785947)
vehicle_10264,localroad_2280599507,Point (127.0265779 37.4919997)
vehicle_10265,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10266,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10267,localroad_2655442261,Point (127.0191243 37.4838771)
vehicle_10268,localroad_1430674330,Point (127.0073801 37.4832934)
vehicle_10269,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10270,localroad_3827338155,Point (127.0092609 37.4916454)
vehicle_10271,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10272,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_10273,localroad_5092061496,Point (127.0603621 37.454548)
vehicle_10274,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10275,localroad_600377854,Point (127.018434 37.5168542)
vehicle_10276,localroad_2861309346,Point (127.0175823 37.5148582)
vehicle_10277,localroad_2429722066,Point (127.0200228 37.5119717)
vehicle_10278,localroad_2622713681,Point (126.9982812 37.4969427)
vehicle_10279,localroad_3827548041,Point (127.0151913 37.4923087)
vehicle_10280,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10281,localroad_2477265738,Point (127.022603 37.5064314)
vehicle_10282,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_10283,localroad_1430679237,Point (127.0143913 37.4811307)
vehicle_10284,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10285,localroad_2477265738,Point (127.022603 37.5064314)
vehicle_10286,localroad_2533109197,Point (126.9859408 37.4924413)
vehicle_10287,localroad_4865811267,Point (127.0409142 37.4674628)
vehicle_10288,localroad_1430676800,Point (127.0073407 37.4823515)
vehicle_10289,localroad_3827338128,Point (127.0079924 37.4895122)
vehicle_10290,localroad_927736373,Point (127.044505 37.4696685)
vehicle_10291,localroad_3547291980,Point (127.0555491 37.4486533)
vehicle_10292,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10293,localroad_3030832644,Point (127.0100052 37.491878)
vehicle_10294,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10295,localroad_4181527979,Point (127.0185658 37.5118019)
vehicle_10296,localroad_2622767638,Point (127.0021197 37.4985313)
vehicle_10297,localroad_1925498356,Point (127.0395681 37.4703266)
vehicle_10298,localroad_3825549659,Point (127.0289835 37.4910256)
vehicle_10299,localroad_1906756396,Point (127.0259134 37.4975028)
vehicle_10300,localroad_3355067055,Point (127.0144097 37.4939599)
vehicle_10301,localroad_4634856265,Point (127.0271695 37.4729482)
vehicle_10302,localroad_436844259,Point (126.98764 37.48949)
vehicle_10303,localroad_2533109199,Point (126.9872059 37.4928685)
vehicle_10304,localroad_436844267,Point (126.9854671 37.4965596)
vehicle_10305,localroad_1925498333,Point (127.0408539 37.4692796)
vehicle_10306,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10307,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10308,localroad_6595905186,Point (127.0349132 37.4637263)
vehicle_10309,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10310,localroad_3827169496,Point (127.0295627 37.4852267)
vehicle_10311,localroad_3827258469,Point (127.0144799 37.4864756)
vehicle_10312,localroad_2622809982,Point (126.9975838 37.4969769)
vehicle_10313,localroad_1696934704,Point (126.9968673 37.4812027)
vehicle_10314,localroad_7888195561,Point (127.0079379 37.4914093)
vehicle_10315,localroad_4634773820,Point (127.0210159 37.4655086)
vehicle_10316,localroad_3112174491,Point (127.014187 37.494527)
vehicle_10317,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_10318,localroad_2624211560,Point (126.9844955 37.4943606)
vehicle_10319,localroad_3827548461,Point (127.015206 37.4932266)
vehicle_10320,localroad_2429722054,Point (127.0182681 37.5136053)
vehicle_10321,localroad_3030832644,Point (127.0100052 37.491878)
vehicle_10322,localroad_3572149895,Point (127.0417909 37.4693118)
vehicle_10323,localroad_3040833069,Point (127.009838 37.4886775)
vehicle_10324,localroad_2655472846,Point (127.019605 37.4858535)
vehicle_10325,localroad_2429722054,Point (127.0182681 37.5136053)
vehicle_10326,localroad_2511519003,Point (126.9901518 37.4904958)
vehicle_10327,localroad_3827547993,Point (127.0135559 37.4905388)
vehicle_10328,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10329,localroad_3112174491,Point (127.014187 37.494527)
vehicle_10330,localroad_1694782617,Point (127.0405043 37.4802146)
vehicle_10331,localroad_9717256586,Point (127.0152917 37.4923191)
vehicle_10332,localroad_2477374752,Point (127.0185706 37.5101954)
vehicle_10333,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_10334,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_10335,localroad_4184424783,Point (127.0425965 37.4792312)
vehicle_10336,localroad_4184425789,Point (127.0419479 37.4800049)
vehicle_10337,localroad_3827548031,Point (127.0115517 37.4919025)
vehicle_10338,localroad_8485173590,Point (126.9830112 37.4855148)
vehicle_10339,localroad_4313280468,Point (127.0575573 37.4453327)
vehicle_10340,localroad_3242832581,Point (127.0082199 37.489053)
vehicle_10341,localroad_8703399729,Point (127.0118823 37.4875466)
vehicle_10342,localroad_3112174494,Point (127.0165592 37.4949895)
vehicle_10343,localroad_571448678,Point (127.0284792 37.4944511)
vehicle_10344,localroad_571448678,Point (127.0284792 37.4944511)
vehicle_10345,localroad_3153680561,Point (127.0121703 37.4939181)
vehicle_10346,localroad_2388037866,Point (127.0123335 37.4906654)
vehicle_10347,localroad_3827547991,Point (127.0125773 37.4899623)
vehicle_10348,localroad_4185805752,Point (126.9970138 37.4882365)
vehicle_10349,localroad_4185804588,Point (126.998491 37.4885107)
vehicle_10350,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10351,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10352,localroad_3826341158,Point (127.0296896 37.4895726)
vehicle_10353,localroad_3072843633,Point (127.0136813 37.4968278)
vehicle_10354,localroad_3827548043,Point (127.0115625 37.4923488)
vehicle_10355,localroad_3112174489,Point (127.0160458 37.4949271)
vehicle_10356,localroad_2477265745,Point (127.0232241 37.505124)
vehicle_10357,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10358,localroad_4634374794,Point (127.0107641 37.512577)
vehicle_10359,localroad_3011646227,Point (127.0439135 37.4740641)
vehicle_10360,localroad_2655442257,Point (127.0167818 37.4842169)
vehicle_10361,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_10362,localroad_1694782865,Point (127.0385873 37.4820439)
vehicle_10363,localroad_3011545196,Point (127.044296 37.4743107)
vehicle_10364,localroad_2861578303,Point (127.017848 37.5143727)
vehicle_10365,localroad_4184585511,Point (127.0431156 37.4686767)
vehicle_10366,localroad_436876714,Point (127.0229531 37.4627197)
vehicle_10367,localroad_2477340257,Point (127.0220042 37.5044111)
vehicle_10368,localroad_3827548053,Point (127.0162545 37.4928658)
vehicle_10369,localroad_2623456118,Point (126.9936017 37.4891762)
vehicle_10370,localroad_3089166486,Point (127.0083783 37.4876403)
vehicle_10371,localroad_3827548027,Point (127.0124916 37.4918514)
vehicle_10372,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10373,localroad_4101372796,Point (126.9845484 37.4804873)
vehicle_10374,localroad_2477374748,Point (127.0197652 37.5096448)
vehicle_10375,localroad_6337049852,Point (127.0322125 37.4848913)
vehicle_10376,localroad_2388037861,Point (127.0104481 37.4909964)
vehicle_10377,localroad_2368063906,Point (127.0166906 37.4889917)
vehicle_10378,localroad_2622713666,Point (126.999094 37.4993808)
vehicle_10379,localroad_1858938775,Point (127.0362611 37.4742676)
vehicle_10380,localroad_2509978764,Point (126.9915271 37.4910431)
vehicle_10381,localroad_1925498520,Point (127.0393224 37.4730091)
vehicle_10382,localroad_3088424193,Point (126.9950154 37.50588)
vehicle_10383,localroad_1696934651,Point (127.0007257 37.4767494)
vehicle_10384,localroad_1430674308,Point (127.0114598 37.4823456)
vehicle_10385,localroad_436839449,Point (127.04025 37.47406)
vehicle_10386,localroad_1685686572,Point (126.9854857 37.4826478)
vehicle_10387,localroad_4185991272,Point (126.9855846 37.4794997)
vehicle_10388,localroad_3817646123,Point (126.9977241 37.4986815)
vehicle_10389,localroad_4184399721,Point (127.0378371 37.4841992)
vehicle_10390,localroad_12147442533,Point (126.9875665 37.5015111)
vehicle_10391,localroad_3827338115,Point (127.0068149 37.4887854)
vehicle_10392,localroad_3827169502,Point (127.0316987 37.4853106)
vehicle_10393,localroad_1696934714,Point (126.9990351 37.4816342)
vehicle_10394,localroad_1694782997,Point (127.0419603 37.4825658)
vehicle_10395,localroad_1685579589,Point (126.9827839 37.4775359)
vehicle_10396,localroad_1685579589,Point (126.9827839 37.4775359)
vehicle_10397,localroad_1685579603,Point (126.982545 37.4793955)
vehicle_10398,localroad_1965713684,Point (127.0127345 37.4878003)
vehicle_10399,localroad_2388037861,Point (127.0104481 37.4909964)
vehicle_10400,localroad_1696934730,Point (126.9957546 37.4829672)
vehicle_10401,localroad_1858938824,Point (127.0357584 37.4757379)
vehicle_10402,localroad_4184618646,Point (127.0457771 37.4753016)
vehicle_10403,localroad_1696934710,Point (126.99523 37.4814271)
vehicle_10404,localroad_2429722053,Point (127.018537 37.5136554)
vehicle_10405,localroad_3827338147,Point (127.0095933 37.4906345)
vehicle_10406,localroad_3827671762,Point (127.0207417 37.5046844)
vehicle_10407,localroad_3737658606,Point (127.035412 37.467029)
vehicle_10408,localroad_2861309351,Point (127.0165667 37.5108811)
vehicle_10409,localroad_1965713723,Point (127.0142296 37.486372)
vehicle_10410,localroad_2622713694,Point (126.9983813 37.4986412)
vehicle_10411,localroad_3634017636,Point (127.015313 37.4574685)
vehicle_10412,localroad_3827547993,Point (127.0135559 37.4905388)
vehicle_10413,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10414,localroad_2510009120,Point (126.9896809 37.4924719)
vehicle_10415,localroad_8489896381,Point (127.0269036 37.497806)
vehicle_10416,localroad_2623456109,Point (126.9914569 37.4924752)
vehicle_10417,localroad_3827170269,Point (127.030976 37.4868354)
vehicle_10418,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_10419,localroad_1905595338,Point (126.9829099 37.4843452)
vehicle_10420,localroad_2624566095,Point (126.988803 37.4921395)
vehicle_10421,localroad_7888195561,Point (127.0079379 37.4914093)
vehicle_10422,localroad_1685579602,Point (126.9826758 37.4827453)
vehicle_10423,localroad_2477340271,Point (127.0218343 37.5080178)
vehicle_10424,localroad_2623456328,Point (126.9957368 37.4883255)
vehicle_10425,localroad_2533109223,Point (126.9830425 37.4964934)
vehicle_10426,localroad_3153680662,Point (127.0112746 37.4943296)
vehicle_10427,localroad_4634856427,Point (127.0254228 37.4710241)
vehicle_10428,localroad_8489517966,Point (127.0179359 37.5142122)
vehicle_10429,localroad_2622713679,Point (127.0003284 37.4968088)
vehicle_10430,localroad_2533109216,Point (126.9858596 37.4953015)
vehicle_10431,localroad_5092061496,Point (127.0603621 37.454548)
vehicle_10432,localroad_562451108,Point (127.0255286 37.4649231)
vehicle_10433,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_10434,localroad_3547291980,Point (127.0555491 37.4486533)
vehicle_10435,localroad_1694782674,Point (127.0391172 37.4807942)
vehicle_10436,localroad_1965713688,Point (127.0112826 37.4861305)
vehicle_10437,localroad_3825549659,Point (127.0289835 37.4910256)
vehicle_10438,localroad_2244637675,Point (127.0032639 37.5083279)
vehicle_10439,localroad_436817738,Point (127.0115903 37.5024989)
vehicle_10440,localroad_2622713694,Point (126.9983813 37.4986412)
vehicle_10441,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10442,localroad_3827548035,Point (127.0135722 37.4921282)
vehicle_10443,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10444,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10445,localroad_436854296,Point (127.0058694 37.479912)
vehicle_10446,localroad_4101372588,Point (126.9833508 37.4805276)
vehicle_10447,localroad_4185991238,Point (126.9842748 37.4847878)
vehicle_10448,localroad_1685686424,Point (126.9860261 37.4847981)
vehicle_10449,localroad_2861578325,Point (127.0161814 37.5144239)
vehicle_10450,localroad_4101372587,Point (126.9832679 37.4793563)
vehicle_10451,localroad_6337049852,Point (127.0322125 37.4848913)
vehicle_10452,localroad_3089166481,Point (127.0090535 37.4872993)
vehicle_10453,localroad_4101372802,Point (126.9826886 37.4821835)
vehicle_10454,localroad_1925498411,Point (127.0406947 37.4719857)
vehicle_10455,localroad_4185715616,Point (127.0090411 37.4807881)
vehicle_10456,localroad_8489517954,Point (127.0181638 37.5137958)
vehicle_10457,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10458,localroad_3827338128,Point (127.0079924 37.4895122)
vehicle_10459,localroad_600377852,Point (127.017733 37.5162662)
vehicle_10460,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10461,localroad_2932859105,Point (127.0275072 37.4941516)
vehicle_10462,localroad_4184425793,Point (127.0407373 37.4786978)
vehicle_10463,localroad_2295372303,Point (127.0181492 37.494478)
vehicle_10464,localroad_1962358583,Point (127.010175 37.5021184)
vehicle_10465,localroad_2477265738,Point (127.022603 37.5064314)
vehicle_10466,localroad_3827548050,Point (127.0134891 37.4928032)
vehicle_10467,localroad_1925498958,Point (127.0395507 37.4773642)
vehicle_10468,localroad_3827169931,Point (127.0325405 37.4863174)
vehicle_10469,localroad_3827169931,Point (127.0325405 37.4863174)
vehicle_10470,localroad_2511519001,Point (126.9902012 37.4892505)
vehicle_10471,localroad_4184585519,Point (127.0410683 37.4688229)
vehicle_10472,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_10473,localroad_4313280468,Point (127.0575573 37.4453327)
vehicle_10474,localroad_3089166485,Point (127.0085866 37.4883033)
vehicle_10475,localroad_3089166486,Point (127.0083783 37.4876403)
vehicle_10476,localroad_2110341085,Point (126.9838203 37.4769887)
vehicle_10477,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10478,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_10479,localroad_1962358584,Point (127.0103622 37.5036219)
vehicle_10480,localroad_4309803037,Point (127.0433889 37.4761937)
vehicle_10481,localroad_3817646123,Point (126.9977241 37.4986815)
vehicle_10482,localroad_4182209827,Point (127.0226942 37.5046056)
vehicle_10483,localroad_3011650442,Point (127.0432585 37.4752917)
vehicle_10484,localroad_1925499033,Point (127.0393188 37.478318)
vehicle_10485,localroad_2622713684,Point (126.9994968 37.4968796)
vehicle_10486,localroad_1925498408,Point (127.0393131 37.4719634)
vehicle_10487,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_10488,localroad_1694782799,Point (127.0424775 37.4814278)
vehicle_10489,localroad_3827258484,Point (127.0158872 37.4870279)
vehicle_10490,localroad_3827548490,Point (127.0154793 37.4958692)
vehicle_10491,localroad_3634017631,Point (127.0165723 37.4562333)
vehicle_10492,localroad_3827338128,Point (127.0079924 37.4895122)
vehicle_10493,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_10494,localroad_3153680662,Point (127.0112746 37.4943296)
vehicle_10495,localroad_3547291980,Point (127.0555491 37.4486533)
vehicle_10496,localroad_2622713691,Point (126.9983159 37.4992582)
vehicle_10497,localroad_2295372346,Point (127.02098 37.4903076)
vehicle_10498,localroad_1430655026,Point (127.0217224 37.5021744)
